Aircraft Type,Manufactor,Register number,Airline,Delivered date,Status
Airbus A320-232,Airbus,HZ-AS21,Saudi Arabian Airlines,7-Sep-10,Stored
Airbus A320-232,Airbus,N268NV,Allegiant Air,Due,Planned
Airbus A320-214,Airbus,VH-VGR,Jetstar Airways,18-Nov-10,Active
Airbus A319-111,Airbus,OE-LKH,easyJet Europe,7-Jan-18,Active
Airbus A320-214,Airbus,HA-LWD,Wizz Air,2-Sep-10,Active
Airbus A320-233,Airbus,HS-ABP,Thai AirAsia,5-Apr-10,Active
Airbus A320-214,Airbus,VH-VGQ,Jetstar Airways,12-Sep-10,Active
Airbus A319-115(CJ),Airbus,OE-LJH,MJet,Nov 2013(29 Aug 2012),Active
Airbus A320-232,Airbus,D-AIZI,Lufthansa,20-Jul-10,Active
Airbus A320-232,Airbus,B-6708,Spring Airlines,25-Mar-10,Active
Airbus A320-216,Airbus,CC-BAB,LATAM Airlines Chile,27-Jan-16,Active
Airbus A320-232,Airbus,VT-IKH,IndiGo,Due,Planned
Airbus A320-232,Airbus,XA-INH,Interjet,3-Aug-11,Active
Airbus A320-232,Airbus,VT-IKG,IndiGo,12-Oct-18,Active
Airbus A320-232,Airbus,D-AIZH,Lufthansa,31-Oct-10,Active
Airbus A321-231,Airbus,D-ATCB,Condor,24-Apr-18,Active
Airbus A320-232,Airbus,TS-IMS,Tunisair,21-Jun-10,Active
Airbus A320-214,Airbus,4X-ABG,Israir Airlines,27-May-10,Active
Airbus A320-232,Airbus,HZ-ASE,Saudi Arabian Airlines,7-Mar-10,Active
Airbus A321-211,Airbus,B-6669,China Eastern Airlines,6-Jan-10,Active
Airbus A320-214,Airbus,VT-IGU,IndiGo,1-Dec-10,Active
Airbus A320-232,Airbus,VT-IKI,IndiGo,Due,Planned
Airbus A320-214,Airbus,TF-BRP,WOW air,15 Oct 2015(21 Apr 2013),Stored
Airbus A321-211,Airbus,VN-A368,Vietnam Airlines,14-Mar-10,Active
Airbus A320-232,Airbus,B-6683,China Southern Airlines,9-Sep-10,Active
Airbus A320-232,Airbus,F-HBNB,Air France,24 Mar 2015(22 Jun 2010),Active
Airbus A320-232,Airbus,N346AV,Avianca,29-Jun-10,Active
Airbus A320-214,Airbus,B-6716,China Eastern Airlines,12-Nov-10,Active
Airbus A320-232,Airbus,B-6682,China Southern Airlines,16-Sep-10,Active
Airbus A320-232,Airbus,B-6709,Spring Airlines,6-Jan-11,Active
Airbus A319-111,Airbus,G-EZFY,easyJet,18-Jan-11,Active
Airbus A320-232,Airbus,UK32013,Uzbekistan Airways,23-Apr-10,Active
Airbus A320-214,Airbus,G-EUYJ,British Airways,28-Feb-10,Active
Airbus A320-232,Airbus,OE-IZC,easyJet Europe,9-Aug-17,Active
Airbus A320-214,Airbus,B-6701,Sichuan Airlines,4-Apr-10,Active
Airbus A319-115,Airbus,PR-AVE,Avianca Brasil,28-Feb-10,Active
Airbus A320-233,Airbus,VT-APK,AirAsia India,Jul-15,Active
Airbus A320-214,Airbus,VH-VGP,Jetstar Airways,19-Jun-10,Active
Airbus A320-232,Airbus,B-6707,Spring Airlines,21-Jan-10,Active
Airbus A320-232,Airbus,HZ-AS20,Saudi Arabian Airlines,14-Feb-10,Stored
Airbus A320-232,Airbus,N267NV,Allegiant Air,Due,Planned
Airbus A320-233,Airbus,HS-ABR,Thai AirAsia,26-Dec-10,Active
Airbus A320-232,Airbus,B-6704,China Southern Airlines,27-May-11,Active
Airbus A320-232,Airbus,N208FR,Frontier Airlines,1-Jul-10,Active
Airbus A320-214,Airbus,B-MCJ,Air Macau,27-Dec-18,Active
Airbus A319-111,Airbus,G-EZFW,easyJet,29-Aug-10,Active
Airbus A320-232,Airbus,HZ-ASD,Saudi Arabian Airlines,25-Nov-10,Active
Airbus A320-232,Airbus,B-6851,Chengdu Airlines,8-Jun-11,Active
Airbus A320-232,Airbus,HZ-AS19,Saudi Arabian Airlines,10-Mar-10,Stored
Airbus A320-232,Airbus,N266NV,Allegiant Air,Due,Planned
Airbus A320-233,Airbus,HS-ABQ,Thai AirAsia,15-Jul-10,Active
Airbus A321-231,Airbus,B-6676,Air China,24-Nov-10,Active
Airbus A321-211,Airbus,B-6687,China Southern Airlines,18-Aug-10,Active
Airbus A320-232,Airbus,VT-IKK,IndiGo,Due,Planned
Airbus A320-214,Airbus,HA-LWH,Wizz Air,24-Apr-11,Active
Airbus A321-231,Airbus,B-6666,Air China,25-Feb-10,Active
Airbus A320-214,Airbus,VT-IGT,IndiGo,1-Jan-10,Active
Airbus A321-231,Airbus,B-6664,China Southern Airlines,3-Feb-10,Active
Airbus A320-214,Airbus,B-6678,Air China,27-Jun-10,Active
Airbus A321-211,Airbus,PT-MXH,LATAM Airlines Brasil,2-Dec-15,Active
Airbus A320-232,Airbus,D-ABHO,Eurowings,26-Jan-17,Active
Airbus A320-214,Airbus,B-6733,Sichuan Airlines,29-Aug-10,Active
Airbus A320-214(CJ) Prestige,Airbus,B-8416,Deer Jet,3 Oct 2015( 1 Oct 2015),Active
Airbus A320-232,Airbus,D-AIZJ,Lufthansa,14-Feb-10,Active
Airbus A320-214,Airbus,B-6697,China Eastern Airlines,8-Jan-11,Active
Airbus A319-133(CJ),Airbus,P4-RLB,System Capital Management (SCM),21-Feb-12,Active
Airbus A320-232,Airbus,OE-LOG,LaudaMotion,16-Jun-18,Stored
Airbus A320-232,Airbus,D-AEUI,Eurowings,Due,Planned
Airbus A320-214,Airbus,OD-MRO,MEA - Middle East Airlines,14 Sep 2013(14 Jan 2010),Active
Airbus A320-232,Airbus,HZ-AS18,Saudi Arabian Airlines,4-Jul-10,Stored
Airbus A320-232,Airbus,N265NV,Allegiant Air,Due,Planned
Airbus A320-214,Airbus,B-6691,Shenzhen Airlines,4-Apr-10,Active
Airbus A321-231,Airbus,B-6684,China Southern Airlines,14-Sep-10,Active
Airbus A320-232,Airbus,VT-VUA,AirAsia India,28-Jan-19,Active
Airbus A319-132,Airbus,PT-TMF,LATAM Airlines Brasil,25-Sep-16,Active
Airbus A320-232,Airbus,VT-IDY,IndiGo,12-Feb-17,Active
Airbus A320-216,Airbus,CC-BAC,LATAM Airlines Chile,24-May-16,Active
Airbus A319-133,Airbus,B-6416,Capital Airlines,4-Jul-10,Active
Airbus A321-211,Airbus,B-6719,Sichuan Airlines,18-Jul-10,Active
Airbus A321-211,Airbus,B-6688,China Southern Airlines,13-Feb-11,Active
Airbus A320-214,Airbus,B-6711,Capital Airlines,28-Oct-10,Active
Airbus A320-232,Airbus,5A-LAJ,Libyan Airlines,19-Feb-11,Written Off
Airbus A320-214,Airbus,VH-VGK,Jetstar Airways,24-Aug-10,Active
Airbus A319-115(CJ),Airbus,D-ALXY,K5-Aviation,25-Jun-13,Active
Airbus A320-232,Airbus,N837VA,Alaska Airlines,3-Feb-18,Active
Airbus A320-232,Airbus,5A-LAK,Libyan Airlines,11-Mar-11,Stored
Airbus A320-232,Airbus,B-6718,Juneyao Airlines,14-Feb-10,Active
Airbus A320-232,Airbus,XA-SUO,Interjet,26-Jul-11,Active
Airbus A320-214,Airbus,9V-TAP,Scoot,10-Feb-17,Active
Airbus A320-214,Airbus,N605NK,Spirit Airlines,5-Sep-10,Active
Airbus A320-232,Airbus,PR-MYI,LATAM Airlines Brasil,21-Oct-16,Active
Airbus A319-111,Airbus,OE-LQF,easyJet Europe,19-Oct-17,Active
Airbus A321-231,Airbus,VQ-BHL,Aeroflot - Russian Airlines,22-Mar-11,Active
Airbus A320-214,Airbus,B-6726,Capital Airlines,24-Aug-10,Active
Airbus A320-214,Airbus,VT-IGW,IndiGo,8-Dec-10,Active
Airbus A320-214,Airbus,VT-IHY,IndiGo,30-Aug-18,Active
Airbus A320-232,Airbus,F-HBNC,Air France,1-May-10,Active
Airbus A320-214,Airbus,B-6710,Capital Airlines,12-Jul-10,Active
Airbus A319-133,Airbus,N537NK,Spirit Airlines,14-Jul-16,Active
Airbus A320-232,Airbus,HZ-AS39,Saudi Arabian Airlines,10-Mar-11,Active
Airbus A320-232,Airbus,HZ-AS40,Saudi Arabian Airlines,31-Jul-10,Active
Airbus A319-133,Airbus,B-6414,China West Air,27-Feb-11,Active
Airbus A320-233,Airbus,9M-AJY,AirAsia,13-Dec-15,Active
Airbus A321-231,Airbus,B-6702,Air China,18-Jun-10,Active
Airbus A320-214,Airbus,B-6764,China West Air,19-Dec-10,Active
Airbus A320-232,Airbus,UK32017,Uzbekistan Airways,17-Nov-10,Active
Airbus A319-133,Airbus,N536NK,Spirit Airlines,6-Feb-17,Active
Airbus A320-214,Airbus,4X-ABH,Israir Airlines,13-Jan-11,Active
Airbus A320-214,Airbus,B-6717,China Eastern Airlines,12-Dec-10,Active
Airbus A320-232,Airbus,VT-IHP,IndiGo,12-Jun-18,Active
Airbus A320-214,Airbus,9V-JSJ,Jetstar Asia,1-Feb-11,Active
Airbus A320-232,Airbus,VQ-BHM,Aeroflot - Russian Airlines,9-Feb-11,Active
Airbus A320-232,Airbus,EC-MBN,Vueling,15-Jul-14,Active
Airbus A320-214,Airbus,B-6732,Air China,10-Nov-10,Active
Airbus A320-214,Airbus,B-6724,Capital Airlines,30-Jun-10,Stored
Airbus A320-214,Airbus,9V-TAT,Scoot,11-Dec-17,Stored
Airbus A320-214,Airbus,EI-,Ernest,Due,Planned
Airbus A320-233,Airbus,9M-AQB,AirAsia,14-Jun-10,Active
Airbus A320-232,Airbus,HZ-AS22,Saudi Arabian Airlines,21-Dec-10,Stored
Airbus A320-232,Airbus,N269NV,Allegiant Air,Due,Planned
Airbus A320-214,Airbus,B-6720,Sichuan Airlines,14-Jul-10,Active
Airbus A320-214,Airbus,VH-VGO,Jetstar Airways,23-Feb-11,Active
Airbus A319-111,Airbus,G-EZGD,easyJet,12-Dec-10,Active
Airbus A320-232,Airbus,HZ-AS42,Saudi Arabian Airlines,14-Aug-10,Active
Airbus A320-214,Airbus,G-EUYK,British Airways,24-Nov-10,Active
Airbus A320-214,Airbus,B-6721,Shenzhen Airlines,2-Nov-10,Active
Airbus A320-232,Airbus,HZ-AS23,Saudi Arabian Airlines,16-Jun-10,Stored
Airbus A320-232,Airbus,N270NV,Allegiant Air,Due,Planned
Airbus A321-231,Airbus,B-6712,Air China,29-Oct-10,Active
Airbus A320-232,Airbus,5A-LAI,Libyan Airlines,13-Sep-10,Stored
Airbus A320-232,Airbus,VN-A691,VietJetAir,24-Apr-14,Active
Airbus A319-111,Airbus,G-EZGA,easyJet,22-Jan-11,Active
Airbus A320-214,Airbus,B-6741,Shenzhen Airlines,16-Sep-10,Active
Airbus A320-214,Airbus,B-LCJ,Hong Kong Express,31-Jan-17,Active
Airbus A319-112,Airbus,D-AIBE,Lufthansa,25-Feb-11,Active
Airbus A320-232,Airbus,PR-MYK,LATAM Airlines Brasil,30-Jun-16,Active
Airbus A320-232,Airbus,VN-A681,VietJetAir,17-Aug-13,Active
Airbus A320-232,Airbus,UK32016,Uzbekistan Airways,15-Apr-11,Active
Airbus A320-214,Airbus,VH-VGI,Jetstar Airways,8-Feb-11,Active
Airbus A321-211,Airbus,A7-AID,Qatar Airways,5-May-10,Active
Airbus A321-231,Airbus,B-6686,China Southern Airlines,21-Sep-10,Active
Airbus A320-233,Airbus,HS-ABT,Thai AirAsia,27-Aug-10,Active
Airbus A320-214,Airbus,A7-AHE,Qatar Airways,26-Mar-11,Active
Airbus A320-232,Airbus,PR-MYJ,LATAM Airlines Brasil,30-Sep-16,Active
Airbus A320-232,Airbus,B-6738,China Southern Airlines,16-Jan-11,Active
Airbus A320-214,Airbus,VH-VGJ,Jetstar Airways,28-Apr-10,Active
Airbus A320-216,Airbus,CC-BAE,LATAM Airlines Chile,26-Aug-16,Active
Airbus A320-233,Airbus,9M-AQJ,AirAsia,2-Apr-12,Active
Airbus A320-214,Airbus,A7-AHG,Qatar Airways,16-Jul-10,Active
Airbus A320-214,Airbus,B-6693,Shenzhen Airlines,30-Mar-10,Active
Airbus A320-232,Airbus,UK32015,Uzbekistan Airways,13-Jun-11,Active
Airbus A319-111,Airbus,G-EZGB,easyJet,15-Apr-10,Active
Airbus A319-111,Airbus,G-EZGC,easyJet,5-Jul-10,Active
Airbus A320-232,Airbus,RP-C3261,Cebu Pacific,22-Jan-11,Active
Airbus A320-216,Airbus,9V-SLN,SilkAir,19-May-10,Active
Airbus A321-231,Airbus,HZ-ASI,Saudi Arabian Airlines,11-Aug-10,Active
Airbus A320-233,Airbus,9M-AQH,AirAsia,8-Feb-12,Active
Airbus A320-232,Airbus,HC-CJX,Avianca Ecuador,16-Oct-14,Active
Airbus A320-214,Airbus,VH-VGG,Jetstar Airways,20-Sep-10,Active
Airbus A320-232,Airbus,HZ-ASF,Saudi Arabian Airlines,22-Sep-10,Active
Airbus A319-111,Airbus,G-EZFZ,easyJet,9-Apr-10,Active
Airbus A319-133(CJ),Airbus,B-6436,Evergrande Real Estate Group,3-Jul-12,Active
Airbus A320-232,Airbus,VT-IDZ,IndiGo,16-Jun-16,Active
Airbus A320-232,Airbus,N836VA,Alaska Airlines,30-Jun-17,Active
Airbus A320-233,Airbus,9M-AQC,AirAsia,17-May-10,Active
Airbus A320-232,Airbus,A6-ANB,Air Arabia,8-Aug-10,Active
Airbus A320-232,Airbus,EC-MAY,Vueling,17-Jul-14,Active
Airbus A320-214,Airbus,VT-IGV,IndiGo,26-Nov-10,Active
Airbus A320-232,Airbus,VQ-BHO,Aeroflot - Russian Airlines,3-Jun-10,Active
Airbus A320-214,Airbus,B-6692,Shenzhen Airlines,12-May-10,Active
Airbus A320-232,Airbus,HZ-AS41,Saudi Arabian Airlines,4-Oct-10,Active
Airbus A320-232,Airbus,B-6736,Juneyao Airlines,1-Nov-10,Active
Airbus A320-216,Airbus,CC-BAD,LATAM Airlines Chile,2-Feb-16,Active
Airbus A320-232,Airbus,D-AIZK,Lufthansa,17-Nov-10,Active
Airbus A320-214,Airbus,VN-A199,Jetstar Pacific Airlines,9-Mar-11,Active
Airbus A320-214,Airbus,9V-TAR,Scoot,15-Oct-17,Active
Airbus A320-214,Airbus,A7-AHF,Qatar Airways,27-Apr-11,Active
Airbus A320-232,Airbus,5A-ONM,Afriqiyah Airways,Nov 2018( 8 Oct 2010),Active
Airbus A320-232(WL),Airbus,B-6752,Spring Airlines,28-May-11,Active
Airbus A321-231,Airbus,C-GEZP,Air Transat,31-Dec-18,Active
Airbus A320-232,Airbus,VT-IHO,IndiGo,21-Oct-17,Active
Airbus A320-233,Airbus,EI-EID,Alitalia,30-Jul-10,Active
Airbus A321-211,Airbus,A7-AIE,Qatar Airways,2-Feb-11,Active
Airbus A320-214,Airbus,B-6748,Capital Airlines,22-Jan-11,Active
Airbus A320-232,Airbus,B-6740,China Southern Airlines,28-Feb-11,Active
Airbus A321-211,Airbus,D-AIDD,Lufthansa,7-Sep-10,Active
Airbus A321-211,Airbus,PT-MXI,LATAM Airlines Brasil,27-Oct-16,Active
Airbus A320-214,Airbus,B-6747,Capital Airlines,18-Apr-11,Stored
Airbus A321-231,Airbus,HZ-ASL,Saudi Arabian Airlines,30-May-11,Active
Airbus A320-232,Airbus,HZ-AS43,Saudi Arabian Airlines,1-Aug-10,Active
Airbus A319-112,Airbus,D-AIBF,Lufthansa,10-Oct-10,Active
Airbus A320-232,Airbus,LY-ONN,Afriqiyah Airways,Jul 2015( 5 May 2011),Stored
Airbus A320-214,Airbus,B-6723,Shenzhen Airlines,8-Sep-10,Active
Airbus A320-232,Airbus,A9C-AL,Gulf Air,15-Mar-11,Active
Airbus A320-214,Airbus,G-EUYL,British Airways,12-Aug-10,Active
Airbus A320-214,Airbus,9V-TAV,Scoot,17-Apr-17,Active
Airbus A320-233,Airbus,9M-AQF,AirAsia,10-Jul-11,Active
Airbus A320-232,Airbus,OE-IZE,easyJet Europe,21-Mar-18,Active
Airbus A320-232,Airbus,OE-IVL,easyJet Europe,22-Mar-18,Active
Airbus A320-232,Airbus,A9C-AK,Gulf Air,14-Feb-11,Active
Airbus A320-232,Airbus,HS-VKF,ThaiVietjetAir,21-Jul-18,Active
Airbus A319-133,Airbus,B-6418,Air Guilin,10-Sep-16,Active
Airbus A320-214,Airbus,VT-IHZ,IndiGo,10-Jun-18,Active
Airbus A321-231,Airbus,HZ-ASJ,Saudi Arabian Airlines,12-Sep-10,Active
Airbus A320-214,Airbus,VT-IHA,IndiGo,26-Oct-10,Active
Airbus A320-232,Airbus,VT-SXS,AirAsia India,1-Dec-16,Active
Airbus A320-232,Airbus,EI-DVL,Aer Lingus,20-Jun-11,Active
Airbus A320-233,Airbus,9M-AQG,AirAsia,Nov-11,Active
Airbus A320-214,Airbus,N607NK,Spirit Airlines,9-Sep-10,Active
Airbus A318-112(CJ) Elite,Airbus,9H-ICF,DC Aviation Malta,14-Nov-17,Active
Airbus A320-214,Airbus,B-6728,Capital Airlines,3-Aug-10,Active
Airbus A320-233,Airbus,EI-EIE,Alitalia,30-Jun-10,Active
Airbus A320-214,Airbus,VN-A563,Jetstar Pacific Airlines,18-Apr-15,Active
Airbus A320-216,Airbus,LV-FUY,LATAM Airlines Argentina,22-Nov-15,Active
Airbus A320-214,Airbus,ZK-OAC,Air New Zealand,25-Aug-10,Active
Airbus A319-132,Airbus,PT-TMP,LATAM Airlines Brasil,25-Jul-16,Active
Airbus A320-232,Airbus,B-6737,Juneyao Airlines,13-Dec-10,Active
Airbus A319-133(CJ),Airbus,VP-CND,Private,11 Dec 2018( 7 Jan 2011),Active
Airbus A320-214,Airbus,B-6746,Air China,21-Jul-11,Active
Airbus A320-232,Airbus,VN-A692,VietJetAir,28-Feb-14,Active
Airbus A320-214,Airbus,B-6722,Shenzhen Airlines,18-Jun-10,Active
Airbus A320-232,Airbus,A6-ANC,Air Arabia,2-Nov-10,Active
Airbus A321-232,Airbus,HB-ION,Swiss,11-Jul-10,Active
Airbus A320-232,Airbus,PR-MYL,LATAM Airlines Brasil,25-Jun-16,Active
Airbus A320-232,Airbus,G-EZTZ,easyJet,26-Jul-10,Active
Airbus A320-232,Airbus,HZ-AS45,Saudi Arabian Airlines,21-Jan-11,Active
Airbus A320-232,Airbus,RP-C3264,Cebu Pacific,20-Sep-10,Active
Airbus A320-214,Airbus,ZK-OJR,Air New Zealand,19-Oct-10,Active
Airbus A320-232,Airbus,OE-IZF,easyJet Europe,26-Feb-18,Active
Airbus A320-214,Airbus,B-6727,Capital Airlines,22-Apr-11,Active
Airbus A320-214,Airbus,9V-JSK,Jetstar Asia,29-Oct-10,Active
Airbus A320-214,Airbus,B-6773,Sichuan Airlines,18-Jan-11,Active
Airbus A320-214,Airbus,VT-IGZ,IndiGo,10-Jun-11,Active
Airbus A321-211,Airbus,D-AIDC,Lufthansa,20-Sep-10,Active
Airbus A320-232,Airbus,JA06MC,Starflyer,19-Jun-11,Active
Airbus A320-232,Airbus,D-ABFP,Eurowings,6-Mar-17,Active
Airbus A320-214,Airbus,B-6780,Sichuan Airlines,5-May-11,Active
Airbus A321-211,Airbus,D-AIDE,Lufthansa,26-Sep-10,Active
Airbus A320-214,Airbus,N608NK,Spirit Airlines,12-Aug-10,Active
Airbus A320-214,Airbus,VT-IGX,IndiGo,14-Feb-11,Active
Airbus A320-214,Airbus,CC-BAG,LATAM Airlines Chile,1-Jan-16,Active
Airbus A320-232,Airbus,5A-LAL,Libyan Airlines,18-Jan-11,Active
Airbus A320-233,Airbus,EI-EIF,Alitalia,6-May-11,Active
Airbus A320-214,Airbus,CC-BAH,LATAM Airlines Chile,30-Nov-15,Active
Airbus A320-232,Airbus,G-EZUA,easyJet,9-Feb-11,Active
Airbus A320-214,Airbus,B-6734,Air China,23-May-11,Active
Airbus A320-214,Airbus,CC-BAK,LATAM Airlines Chile,3-Sep-16,Active
Airbus A320-232,Airbus,B-6753,Spring Airlines,1-Dec-10,Active
Airbus A320-232,Airbus,RDPL-34189,Lao Airlines,1-Dec-11,Active
Airbus A320-232,Airbus,B-6739,Kingdom of Cambodia,Jun-13,Active
Airbus A320-232,Airbus,HZ-AS44,Saudi Arabian Airlines,15-Oct-10,Active
Airbus A320-214,Airbus,VH-VGE,Jetstar Airways,8-Sep-10,Active
Airbus A320-232,Airbus,RP-C3263,Cebu Pacific,15-Aug-10,Active
Airbus A320-232,Airbus,HC-CJW,Avianca Ecuador,15-Apr-14,Active
Airbus A320-233,Airbus,HS-ABU,Thai AirAsia,8-Oct-10,Active
Airbus A320-232,Airbus,N568AV,Avianca,30-Jun-11,Active
Airbus A321-231,Airbus,HZ-ASK,Saudi Arabian Airlines,25-Dec-10,Active
Airbus A320-232,Airbus,B-6788,Juneyao Airlines,30-Jun-11,Active
Airbus A320-214,Airbus,CC-BAL,LATAM Airlines Chile,2-Jun-16,Active
Airbus A320-232,Airbus,RP-C3262,Cebu Pacific,4-Apr-11,Active
Airbus A320-214,Airbus,VT-IGY,IndiGo,16-Jul-10,Active
Airbus A320-232,Airbus,UK32001,Uzbekistan Airways,20-Feb-11,Active
Airbus A321-231,Airbus,B-6713,Air China,9-Feb-11,Active
Airbus A320-214,Airbus,N606NK,Spirit Airlines,14-Jul-10,Active
Airbus A320-232,Airbus,N838VA,Alaska Airlines,7-Apr-18,Active
Airbus A320-232,Airbus,CN-NMH,Air Arabia Maroc,19-Jul-13,Active
Airbus A320-214,Airbus,N785JB,JetBlue Airways,4-Dec-10,Active
Airbus A320-232,Airbus,G-EZUB,easyJet,3-Nov-10,Active
Airbus A319-132,Airbus,HC-CQA,LATAM Airlines Ecuador,3-Nov-16,Active
Airbus A320-214,Airbus,CC-BAF,LATAM Airlines Chile,3-Jan-16,Active
Airbus A320-232,Airbus,HZ-AS24,Saudi Arabian Airlines,18-Jul-10,Stored
Airbus A320-232,Airbus,N271NV,Allegiant Air,Due,Planned
Airbus A319-133,Airbus,B-6417,Capital Airlines,7-Aug-10,Active
Airbus A320-232,Airbus,CN-NMG,Air Arabia Maroc,24-Nov-11,Active
Airbus A320-214,Airbus,CC-BAI,LATAM Airlines Chile,24-Jan-16,Active
Airbus A320-232,Airbus,N839VA,Alaska Airlines,31-Aug-17,Active
Airbus A320-214,Airbus,B-6744,China West Air,26-Jan-11,Active
Airbus A320-232,Airbus,VQ-BIX,Aeroflot - Russian Airlines,21-Sep-10,Active
Airbus A320-232,Airbus,F-HBAP,Aigle Azur,9-Nov-10,Active
Airbus A320-232,Airbus,HC-CTS,Avianca Ecuador,28-Feb-18,Active
Airbus A320-232,Airbus,B-9964,Tianjin Airlines,9-Nov-13,Active
Airbus A320-232,Airbus,N840VA,Alaska Airlines,4-Jul-18,Active
Airbus A320-214,Airbus,B-6782,Shenzhen Airlines,3-Oct-11,Active
Airbus A320-214,Airbus,VT-IEE,IndiGo,24-Apr-11,Active
Airbus A319-111,Airbus,HB-JYO,easyJet Switzerland,27-Nov-15,Active
Airbus A318-112(CJ) Elite,Airbus,M-HHHI,Private,14-May-12,Active
Airbus A319-133,Airbus,B-6420,Sichuan Airlines,19-Sep-11,Active
Airbus A320-214,Airbus,JY-AYR,Royal Jordanian,18-Oct-10,Active
Airbus A320-232,Airbus,OE-IJM,easyJet Europe,18-Mar-18,Active
Airbus A320-216,Airbus,7O-AFC,Yemenia - Yemen Airways,19-Mar-11,Active
Airbus A320-232,Airbus,F-HBND,Air France,1-May-11,Active
Airbus A321-231,Airbus,B-8290,Longjiang Airlines,5-Dec-16,Stored
Airbus A320-214,Airbus,HA-LWI,Wizz Air,8-Jul-11,Active
Airbus A320-232,Airbus,D-ABFS,Eurowings,3-Feb-17,Active
Airbus A320-232,Airbus,VT-CCV,AirAsia India,7-Nov-16,Active
Airbus A320-232,Airbus,UK32018,Uzbekistan Airways,30-Jul-11,Active
Airbus A320-232,Airbus,EC-LLK,Vueling,30 May 2014(11 Jun 2011),Active
Airbus A320-232,Airbus,B-6777,China Southern Airlines,8-Sep-11,Active
Airbus A320-232,Airbus,EC-LLN,Vueling,20-May-11,Active
Airbus A319-112,Airbus,D-ASTC,Germania,20 Apr 2014(31 Dec 2010),Stored
Airbus A320-214,Airbus,B-6749,Capital Airlines,9-Mar-11,Active
Airbus A320-214,Airbus,N790JB,JetBlue Airways,6-Sep-10,Active
Airbus A319-115(CJ)(WL),Airbus,9H-AVL,Comlux Malta,2-Sep-11,Active
Airbus A320-214,Airbus,OD-MRN,MEA - Middle East Airlines,2-Feb-11,Active
Airbus A320-214,Airbus,B-6771,Sichuan Airlines,10-Jun-11,Active
Airbus A320-232,Airbus,B-6789,Juneyao Airlines,5-Jun-11,Active
Airbus A321-211,Airbus,PT-MXJ,LATAM Airlines Brasil,23-Sep-16,Active
Airbus A321-211,Airbus,D-AIDH,Lufthansa,29-Nov-10,Active
Airbus A321-211,Airbus,TC-JRP,Turkish Airlines,20-Jul-11,Active
Airbus A320-232,Airbus,VQ-BKT,Aeroflot - Russian Airlines,5-Jan-11,Active
Airbus A320-214,Airbus,VT-IEB,IndiGo,7-Apr-11,Active
Airbus A320-232,Airbus,B-6776,China Southern Airlines,7-Feb-11,Active
Airbus A320-232,Airbus,TS-INI,Nouvelair Tunisie,29 Dec 2017( 5 Jul 2011),Active
Airbus A320-214,Airbus,B-6750,Shenzhen Airlines,17-Mar-11,Active
Airbus A321-211,Airbus,TC-JRN,Turkish Airlines,13-Jul-11,Active
Airbus A320-216,Airbus,7O-AFB,Yemenia - Yemen Airways,13-Oct-10,Active
Airbus A319-112,Airbus,D-ASTB,Germania,20 Jun 2014( 8 Oct 2010),Stored
Airbus A320-232,Airbus,HB-JLR,Swiss,13-Mar-11,Active
Airbus A320-214,Airbus,HA-LWK,Wizz Air,24-May-11,Active
Airbus A319-111,Airbus,OE-LKB,easyJet Europe,23-Jan-19,Active
Airbus A320-232,Airbus,F-HBNE,Air France,7-Nov-10,Active
Airbus A320-214,Airbus,VT-IED,IndiGo,21-Jul-11,Active
Airbus A319-111,Airbus,G-EZGF,easyJet,7-Oct-10,Active
Airbus A320-232,Airbus,EI-DVN,Aer Lingus,21-Jun-11,Active
Airbus A320-214,Airbus,B-6812,China West Air,1-Jul-11,Active
Airbus A321-211,Airbus,TC-JRO,Turkish Airlines,15-Oct-10,Active
Airbus A320-232,Airbus,F-HBNF,Air France,3-Nov-10,Active
Airbus A320-232,Airbus,EC-MBZ,Vueling,7-Jul-14,Active
Airbus A320-232,Airbus,VQ-BIV,Aeroflot - Russian Airlines,22-May-11,Active
Airbus A320-232,Airbus,4R-ABN,SriLankan Airlines,8-Dec-10,Active
Airbus A319-132,Airbus,HC-CPZ,LATAM Airlines Ecuador,26-Jul-16,Active
Airbus A320-214,Airbus,A7-AHH,Qatar Airways,3-Nov-10,Active
Airbus A320-232,Airbus,VQ-BIS,Aeroflot - Russian Airlines,20-Dec-10,Active
Airbus A319-111,Airbus,G-EZGG,easyJet,15-May-11,Active
Airbus A320-214,Airbus,VT-IKJ,IndiGo,9-Dec-18,Active
Airbus A320-232,Airbus,N842VA,Alaska Airlines,4-Mar-18,Active
Airbus A319-132,Airbus,TC-JLU,Turkish Airlines,5-Dec-10,Active
Airbus A320-232,Airbus,F-HBAQ,Aigle Azur,9-May-11,Active
Airbus A320-232,Airbus,B-6798,China Eastern Airlines,14-Feb-11,Active
Airbus A319-132,Airbus,TC-JLV,Turkish Airlines,2-Aug-11,Active
Airbus A320-232,Airbus,D-ABFQ,Eurowings,16-Jul-17,Active
Airbus A320-232,Airbus,N841VA,Alaska Airlines,1-May-18,Active
Airbus A321-211,Airbus,D-AIDG,Lufthansa,26-Jul-11,Active
Airbus A320-232,Airbus,OE-IJF,easyJet Europe,1-May-18,Active
Airbus A320-232,Airbus,HB-JYE,easyJet Switzerland,24-Oct-12,Active
Airbus A320-232,Airbus,VQ-BIU,Aeroflot - Russian Airlines,2-Nov-10,Active
